City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kwang binh,17.4833,106.6,67.84,90,45,4.54,VN,1710262554
367,banjarmasin,-3.3244,114.591,78.94,98,100,1.12,ID,1710262599
368,dudinka,69.4058,86.1778,-9.33,97,100,21.99,RU,1710262544
369,nova olinda do norte,-3.8881,-59.0942,92.26,58,89,4.92,BR,1710262508
370,glace bay,46.1969,-59.957,39.06,86,75,11.5,CA,1710262559
371,maracacume,-2.0428,-45.9592,86.27,78,87,4.47,BR,1710262599
372,bayanaul,50.7889,75.6956,15.19,96,97,4.36,KZ,1710262600
373,darwin,-12.4611,130.8418,78.06,93,75,3.44,AU,1710262600
374,inongo,-1.95,18.2667,81.43,66,89,0.81,CD,1710262600
375,ressano garcia,-25.442,31.9913,73.85,86,100,7.56,MZ,1710262545
376,pangody,65.85,74.4859,-11.11,98,32,12.03,RU,1710262600
377,ishigaki,24.3448,124.1572,62.73,72,40,9.22,JP,1710262600
378,la ronge,55.1001,-105.2842,23.25,80,100,4.61,CA,1710262600
379,mao,39.8885,4.2658,57.76,62,20,6.91,ES,1710262374
380,serhetabat,35.2799,62.3438,36.73,100,100,3.04,TM,1710262600
381,fort mcmurray,56.7268,-111.381,22.59,79,0,9.22,CA,1710262600
382,kingscliff,-28.2667,153.5667,71.73,88,75,5.75,AU,1710262601
383,san patricio,28.017,-97.5169,76.95,59,98,12.28,US,1710262601
384,chittaranjan,23.8667,86.8667,78.4,20,0,5.7,IN,1710262601
385,palu,-0.8917,119.8707,77.0,96,99,2.15,ID,1710262601
386,sao francisco,-15.9486,-44.8644,92.8,45,74,3.02,BR,1710262601
387,shingu,33.7333,135.9833,44.71,67,3,12.84,JP,1710262601
388,machico,32.7,-16.7667,66.0,87,75,21.85,PT,1710262601
389,tingo maria,-9.2895,-76.0088,84.51,65,40,3.44,PE,1710262601
390,al 'amarah,31.8406,47.1396,67.01,22,0,9.64,IQ,1710262601
391,quellon,-43.1167,-73.6167,58.69,65,76,9.22,CL,1710262602
392,sakassou,7.4546,-5.2926,96.64,37,85,7.92,CI,1710262602
393,las heras,-46.5419,-68.9359,64.87,21,3,25.14,AR,1710262602
394,isiro,2.7739,27.616,80.76,50,100,1.95,CD,1710262602
395,skowhegan,44.7651,-69.7192,43.38,56,42,14.47,US,1710262602
396,luderitz,-26.6481,15.1594,73.0,57,25,22.32,NA,1710262602
397,kashkhatau,43.3185,43.608,32.56,80,38,2.01,RU,1710262602
398,kingston,17.997,-76.7936,91.17,61,20,6.91,JM,1710262602
399,nouadhibou,20.931,-17.0347,65.12,84,0,16.73,MR,1710262602
400,garachico,28.7781,-17.7646,68.11,56,20,3.44,ES,1710262603
401,la gi,10.6667,107.7833,78.84,79,100,16.62,VN,1710262603
402,launceston,-41.45,147.1667,55.8,82,100,8.05,AU,1710262603
403,inarajan village,13.2736,144.7484,80.74,87,100,14.61,GU,1710262603
404,pizarro,4.9533,-77.366,77.59,91,100,4.21,CO,1710262603
405,xincheng,33.6333,115.1833,47.3,53,100,6.93,CN,1710262603
406,posto fiscal rolim de moura,-13.0833,-62.2667,100.04,39,71,2.04,BR,1710262603
407,vila franca do campo,37.7167,-25.4333,64.89,99,53,12.86,PT,1710262552
408,sao jose da coroa grande,-8.8978,-35.1478,86.41,67,100,9.6,BR,1710262553
409,bouarfa,32.53,-1.95,67.23,23,40,14.32,MA,1710262604
410,road town,18.4167,-64.6167,84.24,61,20,8.05,VG,1710262604
411,mpongwe,-13.5091,28.155,68.52,89,100,2.62,ZM,1710262604
412,remire-montjoly,4.9167,-52.2667,82.44,89,75,11.5,GF,1710262604
413,morondava,-20.2833,44.2833,82.98,76,100,6.98,MG,1710262324
414,crane,31.3974,-102.3501,68.49,45,99,11.74,US,1710262604
415,dwarka,22.2394,68.9678,73.96,73,21,11.48,IN,1710262582
416,mwingi,-0.9344,38.0601,75.79,46,63,4.61,KE,1710262604
417,kegen,43.0197,79.2203,16.2,79,66,5.1,KZ,1710262604
418,pitea,65.3172,21.4794,21.29,97,78,0.4,SE,1710262605
419,katima mulilo,-17.5,24.2667,86.85,25,33,5.3,NA,1710262605
420,al lagowa,11.4,29.1333,94.33,8,68,8.77,SD,1710262605
421,calama,-22.4667,-68.9333,77.49,13,0,17.27,CL,1710262289
422,mil'kovo,55.6078,37.7956,35.11,81,100,2.93,RU,1710262605
423,villa nueva,14.5269,-90.5875,75.22,53,20,16.11,GT,1710262309
424,eirunepe,-6.6603,-69.8736,91.44,59,98,1.3,BR,1710262547
425,ampanihy,-24.7,44.75,86.2,52,100,4.47,MG,1710262605
426,onega,63.9061,38.1404,28.31,91,99,8.68,RU,1710262605
427,koulikoro,14.0,-7.75,104.65,9,84,4.36,ML,1710262605
428,arno,60.1167,18.6333,32.79,89,34,6.8,SE,1710262469
429,agadir,30.4202,-9.5982,68.45,66,80,7.63,MA,1710262352
430,bonthe,7.5264,-12.505,84.94,62,99,12.62,SL,1710262606
431,ola,59.5833,151.2833,5.14,82,97,6.67,RU,1710262606
432,stephenville,32.2207,-98.2023,68.86,70,75,17.27,US,1710262606
433,ponta delgada,37.7333,-25.6667,65.19,82,20,16.11,PT,1710262606
434,sur,22.5667,59.5289,78.03,72,51,8.12,OM,1710262606
435,niafunke,15.9322,-3.9906,101.59,9,91,12.37,ML,1710262606
436,butembo,0.15,29.2833,66.67,69,69,3.29,CD,1710262606
437,abadeh,31.1608,52.6506,44.73,53,0,1.97,IR,1710262606
438,vilassar de mar,41.5096,2.3937,62.82,72,61,1.99,ES,1710262607
439,novodvinsk,64.4165,40.8122,33.78,90,99,8.16,RU,1710262559
440,new norfolk,-42.7826,147.0587,53.1,77,55,0.69,AU,1710262607
441,vratsa,43.21,23.5625,50.22,83,99,2.21,BG,1710262607
442,bamor kalan,24.9,78.15,78.57,22,0,6.98,IN,1710262607
443,slantsy,59.1182,28.0914,30.6,65,79,5.12,RU,1710262607
444,ivrindi,39.5839,27.4864,54.23,83,72,13.82,TR,1710262607
445,tanjungbalai,2.9667,99.8,76.17,85,67,3.74,ID,1710262607
446,el granada,37.5027,-122.4694,58.01,94,100,11.5,US,1710262607
447,kambia,9.1167,-12.9167,94.84,34,99,8.81,SL,1710262607
448,lerdo de tejada,18.6167,-95.5167,80.33,69,43,4.12,MX,1710262608
449,wundanyi,-3.4019,38.364,73.81,46,31,4.92,KE,1710262608
450,as sulayyil,20.4607,45.5779,80.85,26,100,14.14,SA,1710262552
451,pirane,-25.7324,-59.1088,109.02,23,1,10.4,AR,1710262608
452,prado,-17.3411,-39.2208,81.41,85,93,7.16,BR,1710262546
453,santa luzia,-19.7697,-43.8514,87.08,60,75,9.22,BR,1710262441
454,warrenton,-28.114,24.8475,82.89,26,92,14.65,ZA,1710262608
455,sandur,15.1,76.55,91.02,28,96,5.46,IN,1710262608
456,san jorge,-31.8962,-61.8598,103.17,33,0,20.47,AR,1710262608
457,gualeguaychu,-33.0094,-58.5172,95.58,39,10,15.55,AR,1710262608
458,kristiansund,63.1115,7.732,41.65,52,0,3.44,NO,1710262609
459,the pas,53.8251,-101.2541,24.82,80,0,8.05,CA,1710262609
460,la passe,45.5549,-0.8967,59.23,91,100,7.25,FR,1710262609
461,chegdomyn,51.1167,133.0167,-9.04,98,36,2.35,RU,1710262609
462,tshikapa,-6.4167,20.8,79.95,71,98,2.13,CD,1710262609
463,eenhana,-17.4667,16.3333,89.56,21,78,4.97,NA,1710262609
464,piti village,13.4626,144.6933,80.65,87,100,8.05,GU,1710262609
465,juruti,-2.1522,-56.0922,91.9,53,99,4.12,BR,1710262609
466,portsmouth,50.799,-1.0913,58.51,95,100,5.99,GB,1710262405
467,aljezur,37.3191,-8.8033,61.32,65,100,2.64,PT,1710262322
468,bantay,17.5847,120.3892,75.38,75,70,7.83,PH,1710262610
469,ekibastuz,51.6667,75.3667,15.67,83,69,7.72,KZ,1710262610
470,rizokarpaso,35.6,34.375,59.25,67,65,10.85,CY,1710262610
471,santiago,-33.4569,-70.6483,83.71,34,0,4.61,CL,1710262537
472,lorengau,-2.0226,147.2712,81.28,81,100,11.14,PG,1710262545
473,sandnessjoen,66.0217,12.6316,32.41,59,0,5.75,NO,1710262610
474,okha,53.5739,142.9478,-8.48,100,90,5.32,RU,1710262376
475,broken hill,-31.95,141.4333,80.49,26,100,6.58,AU,1710262542
476,aripuana,-9.1667,-60.6333,93.09,51,95,2.98,BR,1710262460
477,kilindoni,-7.9139,39.6668,84.63,69,6,8.16,TZ,1710262610
478,santa barbara,34.7333,-120.0343,56.34,60,20,4.61,US,1710262610
479,celestun,20.8667,-90.4,83.93,61,10,3.04,MX,1710262611
480,port arthur,38.8,121.2667,39.42,74,60,13.31,CN,1710262611
481,saint-junien,45.8833,0.9,52.84,88,100,4.27,FR,1710262611
482,puerto palomas,31.7667,-107.6167,64.67,14,0,13.58,MX,1710262611
483,bonadelle ranchos-madera ranchos,36.9847,-119.8746,59.09,84,100,2.33,US,1710262611
484,okhotsk,59.3833,143.3,-5.4,88,83,8.3,RU,1710262558
485,ulysses,37.5814,-101.3552,64.36,25,0,18.41,US,1710262611
486,dahab,28.501,34.5134,75.79,26,0,4.14,EG,1710262611
487,miles city,46.4083,-105.8406,50.83,39,100,8.14,US,1710262612
488,kalabo,-14.97,22.6814,71.64,78,93,9.46,ZM,1710262612
489,mattoon,39.4831,-88.3728,64.69,51,93,13.02,US,1710262612
490,'ain el melh,34.8415,4.1638,58.42,26,0,4.68,DZ,1710262612
491,menongue,-14.6585,17.691,74.66,60,94,6.02,AO,1710262555
492,brokopondo,4.75,-55.1667,86.99,57,87,6.15,SR,1710262612
493,kalmunai,7.4167,81.8167,78.85,75,66,5.64,LK,1710262545
494,palikir - national government center,6.9248,158.1611,80.96,80,100,22.73,FM,1710262612
495,bengkulu,-3.8004,102.2655,76.14,88,100,5.91,ID,1710262612
496,korla,41.7597,86.1469,49.17,37,81,3.6,CN,1710262613
497,hadibu,12.65,54.0333,80.31,76,23,7.47,YE,1710262613
498,souillac,-20.5167,57.5167,80.98,78,40,10.36,MU,1710262613
499,bar,49.0772,27.6826,35.42,96,100,17.34,UA,1710262613
500,tamanrasset,22.785,5.5228,85.91,14,0,17.27,DZ,1710262613
501,malaya vishera,58.8454,32.2222,28.36,88,100,3.2,RU,1710262522
502,ain sefra,32.75,-0.5833,68.2,21,2,9.33,DZ,1710262613
503,lindsay,36.203,-119.0882,56.77,89,98,3.71,US,1710262613
504,magherafelt,54.7536,-6.6066,52.79,98,100,9.42,GB,1710262452
505,madison,34.7334,-86.5667,66.33,32,0,3.44,US,1710262614
506,magong,23.5654,119.5863,70.95,54,0,23.67,TW,1710262397
507,turpan,42.9333,89.1667,56.53,21,4,3.4,CN,1710262614
508,paita,-5.0892,-81.1144,80.02,64,38,10.07,PE,1710262614
509,great falls,47.5002,-111.3008,50.38,46,73,18.43,US,1710262614
510,astolfo dutra,-21.3153,-42.8622,81.7,79,77,3.8,BR,1710262614
511,youghal,51.95,-7.8506,52.81,100,100,21.43,IE,1710262614
512,zhob,31.3411,69.4481,59.05,44,94,18.81,PK,1710262313
513,kununurra,-15.7667,128.7333,78.78,94,100,3.44,AU,1710262614
514,kolonia town,6.964,158.206,82.0,80,100,22.77,FM,1710262554
515,benjamin constant,-4.3831,-70.0311,78.93,89,75,5.75,BR,1710262615
516,puerto aysen,-45.4,-72.7,51.82,95,97,5.57,CL,1710262549
517,burgos,42.3394,-3.7079,57.61,38,0,2.3,ES,1710262389
518,forster,-32.1667,152.5167,57.38,100,3,5.35,AU,1710262615
519,vorkuta,67.5,64.0,7.27,94,100,24.74,RU,1710262592
520,narsimhapur,22.95,79.2,80.26,26,4,6.71,IN,1710262615
521,hilo,19.7297,-155.09,76.28,91,99,8.01,US,1710262553
522,atescatempa,14.1744,-89.7425,87.42,35,13,8.9,GT,1710262615
523,sukumo,32.9333,132.7333,45.07,77,6,11.34,JP,1710262615
524,altay,47.8667,88.1167,33.4,71,99,6.87,CN,1710262615
525,tobelo,1.7284,128.0095,78.13,82,68,3.74,ID,1710262615
526,heze,35.2431,115.4411,47.79,38,100,7.23,CN,1710262616
527,tupiza,-21.45,-65.7167,76.69,36,61,9.26,BO,1710262616
528,ilabaya,-17.4208,-70.5133,80.01,57,27,10.11,PE,1710262616
529,nantucket,41.2835,-70.0995,51.03,67,2,24.2,US,1710262616
530,cole harbour,44.6724,-63.4751,37.96,82,100,20.71,CA,1710262616
531,nykarleby,63.5228,22.5307,33.94,96,84,4.83,FI,1710262427
532,kathmandu,27.7167,85.3167,61.02,63,20,4.61,NP,1710262471
533,palangkaraya,-2.2,113.8333,73.17,98,100,0.65,ID,1710262616
534,sihanoukville,10.6093,103.5296,82.35,78,20,6.91,KH,1710262616
535,buulobarde,3.8538,45.5674,83.1,64,66,17.9,SO,1710262617
536,tomatlan,19.9333,-105.25,87.22,34,22,5.41,MX,1710262495
537,tahe,52.3333,124.7333,15.69,97,96,1.39,CN,1710262617
538,ceeldheer,3.8488,47.1806,83.23,79,6,17.31,SO,1710262617
539,soeng sang,14.4264,102.4606,79.75,72,83,6.15,TH,1710262617
540,paramonga,-10.6667,-77.8333,77.79,75,95,9.51,PE,1710262617
541,qarazhal,48.0078,70.7903,14.4,94,66,4.88,KZ,1710262617
542,tchintabaraden,15.8969,5.7985,101.98,8,4,11.52,NE,1710262617
543,phan rang-thap cham,11.5667,108.9833,74.73,83,100,6.29,VN,1710262617
544,newnham,-41.3833,147.1333,55.31,82,100,8.05,AU,1710262617
545,westport,41.1415,-73.3579,59.36,38,7,8.99,US,1710262618
546,carnarvon,-24.8667,113.6333,78.82,75,63,18.43,AU,1710262618
547,nchelenge,-9.3451,28.734,74.16,80,69,2.55,ZM,1710262467
548,passagem franca,-6.1797,-43.7836,89.02,63,64,2.68,BR,1710262618
549,loches,47.1333,1.0,58.08,90,100,12.62,FR,1710262618
550,alo,7.4178,6.7371,95.95,44,89,5.21,NG,1710262618
551,sloviansk,48.8667,37.6167,34.72,42,96,6.93,UA,1710262502
552,campo gallo,-26.5833,-62.85,108.81,23,3,18.25,AR,1710262618
553,kenora,49.8167,-94.4337,40.17,70,0,6.91,CA,1710262618
554,vila velha,-20.3297,-40.2925,85.95,69,40,11.5,BR,1710262618
555,vytegra,61.0064,36.4481,28.36,94,100,5.99,RU,1710262619
556,cannonvale,-20.2833,148.7,74.59,84,78,14.45,AU,1710262619
557,plastun,44.7561,136.2939,21.25,62,0,7.11,RU,1710262619
558,saldanha,-33.0117,17.9442,73.45,88,9,19.64,ZA,1710262619
559,duong dong,10.2167,103.9667,82.4,74,20,6.91,VN,1710262619
560,patterson,37.4716,-121.1297,53.06,87,97,3.42,US,1710262619
561,port moresby,-9.4431,147.1797,76.62,88,100,13.38,PG,1710262506
562,ilha de mocambique,-15.0342,40.7358,83.23,80,100,11.12,MZ,1710262619
563,nogliki,51.8333,143.1667,-3.66,100,65,5.01,RU,1710262619
564,bamboo flat,11.7,92.7167,78.89,83,20,0.0,IN,1710262538
565,velikiy novgorod,58.5167,31.2833,35.13,61,100,4.81,RU,1710262434
566,labrador city,52.9463,-66.9114,30.11,64,75,14.97,CA,1710262536
567,papao,-17.75,-149.55,80.28,74,100,10.85,PF,1710262620
568,an nuhud,12.7,28.4333,90.64,9,72,10.38,SD,1710262620
569,usogorsk,63.4106,48.6872,19.67,95,100,6.82,RU,1710262620
570,markovo,57.3206,107.0881,20.3,90,91,11.45,RU,1710262621
571,bubaque,11.2833,-15.8333,80.96,71,100,15.46,GW,1710262485
572,port douglas,-16.4833,145.4667,76.6,82,33,6.4,AU,1710262621
573,cambridge,43.3601,-80.3127,56.23,49,0,4.61,CA,1710262475
574,enriquillo,17.9,-71.2333,85.68,55,42,15.61,DO,1710262537
575,tadine,-21.55,167.8833,78.15,88,99,19.26,NC,1710262621
576,alta sierra,35.7291,-118.5495,43.79,61,94,7.65,US,1710262621
577,mount pearl,47.5166,-52.7813,39.54,89,75,13.8,CA,1710262621
578,osa,57.2829,55.4567,5.31,100,91,1.07,RU,1710262621
